Full name,Unique Employee ID,Department,Position,Employee Type,Employee Type 2,Working hours,Hourly rate,Employment start date,Reporting to,Reporting to ID,Separation Reason,Gender,Ethnicity,Age,Termination Date ,Region,Report Date
Samantha Farmer,253672,IT,"Psychotherapist, child",Part-time,Temporary,24,76.50466548,2013-07-22,Manager 33,9,Voluntary,Female,Group A,51,2017-05-10,South,2023-09-01
Lisa Todd,739988,Legal,Animal technologist,Full-time,Permanent,40,89.04388803,2013-07-22,Manager 46,11,Voluntary,Female,Group B,22,2014-04-29,Central,2023-09-01
William Johnson,761590,HR,Civil Service administrator,Full-time,Temporary,40,71.08841272,2013-07-22,Manager 46,11,Voluntary,Female,Group D,66,2016-08-10,South,2023-09-01
Jackie Flores,826301,Marketing,Neurosurgeon,Contractor,Permanent,40,62.50934352,2013-07-22,Manager 36,32,Voluntary,Female,Group D,37,2015-09-19,East,2023-09-01
Raymond Cook,950610,Accounting,"Production designer, theatre/television/film",Part-time,Permanent,24,73.27500255,2013-07-22,Manager 9,48,Voluntary,Male,Group D,21,2022-05-22,Midwest,2023-09-01
John Anderson,197686,HR,Artist,Full-time,Temporary,40,85.8035822,2013-07-24,Manager 16,8,Involuntary,Female,Group E,46,2019-09-21,Central,2023-09-01
Michael Stone,965751,Accounting,Ambulance person,Full-time,Temporary,40,28.44892174,2013-07-27,Manager 13,37,Involuntary,Male,Group A,47,2016-05-09,North,2023-09-01
Brian Lopez,631053,HR,"Scientist, product/process development",Contractor,Temporary,32,44.8660175,2013-08-01,Manager 26,44,Voluntary,Female,Group B,59,2022-11-02,East,2023-09-01
Jane Miller,355686,Legal,"Scientist, physiological",Full-time,Permanent,40,71.2455979,2013-08-02,Manager 9,48,Involuntary,Male,Group B,38,2021-09-19,Midwest,2023-09-01
Tina Ball,484512,Sales,Patent examiner,Full-time,Permanent,40,41.6569303,2013-08-02,Manager 2,40,Voluntary,Female,Group D,54,2016-07-01,Northwest,2023-09-01
Heather Chapman,528599,Logistics,"Programmer, systems",Contractor,Permanent,32,49.46831902,2013-08-02,Manager 7,31,Involuntary,Female,Group E,31,2018-05-07,North,2023-09-01
Matthew Johnson,821869,Legal,Television camera operator,Contractor,Temporary,24,41.42113455,2013-08-02,Manager 24,22,Involuntary,Male,Group E,52,2018-09-10,North,2023-09-01
Tanner Orr,411393,Logistics,Ceramics designer,Contractor,Permanent,24,43.86790748,2013-08-03,Manager 32,33,Voluntary,Male,Group E,38,2019-04-04,Northwest,2023-09-01
Scott Clark,682905,IT,"Teacher, special educational needs",Contractor,Temporary,32,34.76578315,2013-08-08,Manager 35,29,Involuntary,Female,Group E,43,2018-03-22,South,2023-09-01
Christopher Walker,135642,IT,Games developer,Full-time,Permanent,40,73.28871045,2013-08-09,Manager 48,42,,Female,Group E,28,,East,2023-09-01
Ariel Donaldson,993101,HR,Medical physicist,Full-time,Temporary,40,62.89571363,2013-08-09,Manager 27,1,Involuntary,Male,Group c,67,2017-06-13,South,2023-09-01
Nathan Gonzalez,140378,Production,Medical illustrator,Part-time,Permanent,32,45.56461588,2013-08-11,Manager 33,9,,Male,Group A,59,,North,2023-09-01
Mary Brown,179321,Accounting,"Psychologist, occupational",Contractor,Temporary,32,58.51401573,2013-08-11,Manager 30,20,,Male,Group c,42,,East,2023-09-01
Eric Wu,233130,Accounting,Farm manager,Part-time,Permanent,24,51.47814055,2013-08-11,Manager 42,15,Involuntary,Female,Group D,30,2022-07-07,Northwest,2023-09-01
Tyrone Shepard,431542,Marketing,Building surveyor,Full-time,Permanent,40,64.4837556,2013-08-12,Manager 45,12,Involuntary,Female,Group B,60,2014-03-05,East,2023-09-01
Matthew Watson,329831,Logistics,Occupational psychologist,Part-time,Permanent,32,81.12024013,2013-08-15,Manager 36,32,,Female,Group D,38,,Central,2023-09-01
Austin Cortez,873185,Legal,Airline pilot,Contractor,Temporary,32,85.12290288,2013-08-16,Manager 26,44,Involuntary,Male,Group B,64,2016-10-21,Midwest,2023-09-01
Gina Hale,537319,IT,Animator,Contractor,Permanent,32,68.52250823,2013-08-17,Manager 40,18,Voluntary,Female,Group A,32,2020-08-25,East,2023-09-01
Ariana Stewart,284682,Logistics,Local government officer,Contractor,Permanent,40,66.37503117,2013-08-20,Manager 18,25,Involuntary,Male,Group c,30,2015-07-28,South,2023-09-01
Megan Smith,824235,Marketing,Clinical biochemist,Part-time,Temporary,24,38.6671094,2013-08-20,Manager 1,19,Involuntary,Female,Group B,59,2022-04-21,Northwest,2023-09-01
Heidi Guzman,422618,Tech,"Designer, interior/spatial",Full-time,Temporary,40,65.34686985,2013-08-22,Manager 25,26,Voluntary,Female,Group D,51,2017-05-09,Midwest,2023-09-01
Shelby Rodriguez,513996,IT,"Presenter, broadcasting",Contractor,Temporary,24,81.16411852,2013-08-22,Manager 4,5,Involuntary,Male,Group c,27,2016-03-10,Midwest,2023-09-01
Amber Bell,826300,Tech,Recycling officer,Full-time,Temporary,40,43.74869714,2013-08-22,Manager 30,20,Voluntary,Female,Group B,21,2018-10-25,Midwest,2023-09-01
Mariah Carter,800248,IT,Mental health nurse,Part-time,Temporary,24,48.6521066,2013-08-23,Manager 12,24,Involuntary,Female,Group c,60,2015-09-14,East,2023-09-01
Tonya Dickerson,893132,Production,"Therapist, music",Contractor,Permanent,24,56.68209792,2013-08-23,Manager 46,11,Voluntary,Male,Group A,57,2014-02-03,South,2023-09-01
Catherine Stark,307300,IT,Lexicographer,Full-time,Permanent,40,55.59377274,2013-08-30,Manager 4,5,Voluntary,Female,Group A,21,2018-10-28,South,2023-09-01
James Rodriguez,888894,Business Management,"Surveyor, insurance",Full-time,Permanent,40,57.16694932,2013-09-04,Manager 16,8,Involuntary,Male,Group E,55,2022-02-03,North,2023-09-01
Marcus Lawrence,405174,Accounting,Animal technologist,Full-time,Temporary,40,72.84684763,2013-09-05,Manager 13,37,Voluntary,Female,Group B,45,2018-04-29,Midwest,2023-09-01
Sheila Wood,774882,HR,Landscape architect,Full-time,Temporary,40,25.45676448,2013-09-05,Manager 42,15,Voluntary,Female,Group c,40,2016-03-04,South,2023-09-01
Karen Mitchell,560402,Business Management,Estate agent,Part-time,Temporary,24,31.83303965,2013-09-08,Manager 4,5,Involuntary,Male,Group D,43,2017-11-30,Central,2023-09-01
Shaun Wilson,371504,Accounting,Trade mark attorney,Full-time,Temporary,40,26.81684588,2013-09-09,Manager 38,38,Voluntary,Male,Group B,62,2016-07-19,Central,2023-09-01
Sarah Goodwin,597034,Logistics,"Engineer, electrical",Contractor,Permanent,40,85.36518245,2013-09-09,Manager 38,38,Involuntary,Female,Group B,27,2018-04-24,Central,2023-09-01
Carol Adams,827808,HR,"Programme researcher, broadcasting/film/video",Part-time,Permanent,24,32.76668685,2013-09-09,Manager 6,50,Voluntary,Female,Group D,53,2020-06-19,Midwest,2023-09-01
Jeffrey Chaney,859432,Accounting,Control and instrumentation engineer,Full-time,Permanent,40,61.87869425,2013-09-09,Manager 3,14,Voluntary,Female,Group c,22,2014-05-01,Central,2023-09-01
Laurie Miller,373125,Logistics,Land/geomatics surveyor,Contractor,Permanent,24,26.51425053,2013-09-10,Manager 50,28,Voluntary,Female,Group B,60,2022-09-27,North,2023-09-01
Kelly Lyons,265995,Logistics,"Scientist, research (medical)",Contractor,Permanent,24,45.36308361,2013-09-13,Manager 29,46,Involuntary,Male,Group B,47,2019-03-06,Northwest,2023-09-01
Jonathan Sanchez,713099,Logistics,"Designer, multimedia",Full-time,Permanent,40,46.27792862,2013-09-14,Manager 7,31,Voluntary,Male,Group E,25,2016-10-19,North,2023-09-01
Stephanie Hartman,584478,Sales,Database administrator,Full-time,Permanent,40,58.12119646,2013-09-15,Manager 43,39,Voluntary,Male,Group D,35,2014-03-13,Northwest,2023-09-01
Michael Wiley,866352,Sales,"Therapist, nutritional",Contractor,Temporary,32,45.78295096,2013-09-15,Manager 47,3,Involuntary,Female,Group B,47,2020-04-17,South,2023-09-01
Jennifer Baker,828731,Tech,Drilling engineer,Contractor,Temporary,40,74.92274375,2013-09-17,Manager 32,33,Involuntary,Male,Group A,24,2014-04-22,Midwest,2023-09-01
Daniel Smith,381337,Tech,"Designer, textile",Part-time,Permanent,24,66.87120043,2013-09-21,Manager 32,33,Involuntary,Male,Group D,39,2020-06-07,East,2023-09-01
Brian Hawkins,491866,Legal,"Social research officer, government",Full-time,Temporary,40,75.55787989,2013-09-21,Manager 24,22,Voluntary,Female,Group A,53,2017-08-02,Northwest,2023-09-01
Peter Velasquez,501193,Business Management,Counselling psychologist,Full-time,Temporary,40,33.35630357,2013-09-21,Manager 11,16,Involuntary,Male,Group A,22,2019-03-04,Central,2023-09-01
Jennifer Jimenez,176218,Production,Herbalist,Part-time,Permanent,24,76.88116018,2013-09-23,Manager 27,1,,Male,Group B,40,,South,2023-09-01
Greg Patterson,264308,Production,"Social research officer, government",Contractor,Temporary,24,62.66029718,2013-09-23,Manager 5,13,Voluntary,Female,Group c,51,2016-12-06,North,2023-09-01
Emily Compton,506090,Production,"Accountant, chartered",Contractor,Temporary,24,49.34802329,2013-09-24,Manager 48,42,Involuntary,Female,Group c,43,2017-04-15,East,2023-09-01
Anna Mcdonald,998675,Business Management,Public relations officer,Full-time,Temporary,40,75.92016561,2013-09-24,Manager 24,22,Involuntary,Female,Group B,54,2019-11-23,Midwest,2023-09-01
Mary Adams,151779,Tech,"Civil engineer, consulting",Full-time,Temporary,40,51.89943671,2013-09-26,Manager 2,40,,Male,Group c,64,,South,2023-09-01
Michael Martinez,701670,Logistics,Jewellery designer,Full-time,Permanent,40,34.56943562,2013-09-26,Manager 12,24,Voluntary,Male,Group D,38,2016-01-04,North,2023-09-01
Amy Martinez,649427,Logistics,Dispensing optician,Contractor,Temporary,24,61.84945012,2013-09-27,Manager 45,12,Voluntary,Male,Group A,38,2016-12-21,East,2023-09-01
Benjamin Thompson,354426,Marketing,Community education officer,Contractor,Permanent,24,59.04617702,2013-09-29,Manager 32,33,Involuntary,Female,Group D,64,2022-04-01,North,2023-09-01
Ashley Smith,641000,Accounting,"Chemist, analytical",Full-time,Temporary,40,63.90408045,2013-09-29,Manager 42,15,Voluntary,Female,Group E,48,2019-11-18,Central,2023-09-01
Charles Campbell,781600,Business Management,Financial trader,Contractor,Temporary,40,44.40840481,2013-09-29,Manager 26,44,Involuntary,Male,Group c,66,2017-01-19,North,2023-09-01
Anna Jordan,432512,IT,Manufacturing systems engineer,Contractor,Permanent,40,69.26428883,2013-10-01,Manager 7,31,Voluntary,Male,Group E,29,2021-02-10,North,2023-09-01
Matthew Rose,631732,Legal,Advertising copywriter,Part-time,Permanent,24,28.83263414,2013-10-01,Manager 29,46,Involuntary,Female,Group D,38,2020-04-30,Northwest,2023-09-01
David Duarte,617676,Accounting,Planning and development surveyor,Part-time,Permanent,24,26.56283004,2013-10-02,Manager 25,26,Involuntary,Female,Group D,30,2021-09-23,Midwest,2023-09-01
Jose Taylor,652220,Tech,"Designer, television/film set",Full-time,Permanent,40,26.57208922,2013-10-02,Manager 45,12,Involuntary,Female,Group E,47,2018-08-24,East,2023-09-01
Susan Kennedy,964754,Tech,Sports development officer,Part-time,Permanent,32,42.98904537,2013-10-02,Manager 30,20,Voluntary,Female,Group c,42,2021-10-24,Midwest,2023-09-01
Deanna Baldwin,238319,Accounting,"Therapist, drama",Full-time,Temporary,40,22.69407488,2013-10-05,Manager 24,22,Voluntary,Female,Group D,53,2021-09-27,Northwest,2023-09-01
Yolanda Trujillo,592055,Accounting,Theatre stage manager,Part-time,Temporary,24,24.82164362,2013-10-05,Manager 11,16,Involuntary,Male,Group D,67,2021-04-16,North,2023-09-01
Jesse Green,395145,Business Management,"Development worker, international aid",Full-time,Temporary,40,68.01842983,2013-10-06,Manager 31,2,Voluntary,Male,Group D,28,2021-02-23,East,2023-09-01
Sherri Jacobs,171865,IT,Operations geologist,Part-time,Permanent,24,81.15186326,2013-10-07,Manager 27,1,,Female,Group B,52,,Northwest,2023-09-01
Kimberly Harrington,944814,Logistics,"Psychologist, sport and exercise",Full-time,Temporary,40,37.85751099,2013-10-07,Manager 20,23,Voluntary,Female,Group D,42,2021-03-17,South,2023-09-01
Caleb Eaton,360200,Production,Planning and development surveyor,Contractor,Permanent,32,75.69917522,2013-10-08,Manager 15,43,Voluntary,Female,Group D,30,2018-03-03,North,2023-09-01
Rebecca Yang,210901,Marketing,Hotel manager,Contractor,Permanent,32,75.74459064,2013-10-10,Manager 8,17,Involuntary,Male,Group B,34,2015-11-24,East,2023-09-01
Jose Horton,306473,HR,Warden/ranger,Part-time,Permanent,24,61.62279552,2013-10-10,Manager 16,8,Involuntary,Female,Group B,63,2019-08-27,South,2023-09-01
Sean Harris,934157,Accounting,Illustrator,Part-time,Permanent,32,48.6917997,2013-10-10,Manager 9,48,Involuntary,Female,Group D,59,2015-04-30,North,2023-09-01
Justin Padilla,962703,Tech,Geophysical data processor,Part-time,Temporary,32,23.77488374,2013-10-10,Manager 36,32,Involuntary,Female,Group c,46,2018-12-09,Midwest,2023-09-01
Joseph Gray,426480,Tech,Advertising art director,Full-time,Temporary,40,26.9142125,2013-10-11,Manager 16,8,Voluntary,Female,Group E,30,2015-05-19,Central,2023-09-01
Kyle Smith,608754,Logistics,Volunteer coordinator,Full-time,Temporary,40,60.95792422,2013-10-13,Manager 32,33,Voluntary,Male,Group B,62,2019-01-22,East,2023-09-01
Elizabeth Holt,474572,Accounting,Product designer,Full-time,Permanent,40,85.31805598,2013-10-14,Manager 15,43,Involuntary,Female,Group B,34,2018-02-14,East,2023-09-01
Melissa Cummings,767530,Tech,"Surveyor, land/geomatics",Full-time,Temporary,40,35.21176183,2013-10-14,Manager 35,29,Voluntary,Male,Group E,26,2021-11-15,Midwest,2023-09-01
Kristen Johnson,326973,Production,Fitness centre manager,Full-time,Permanent,40,81.64951422,2013-10-15,Manager 9,48,,Male,Group A,66,,Northwest,2023-09-01
Henry Craig,538797,Marketing,Chartered certified accountant,Full-time,Temporary,40,55.81615265,2013-10-15,Manager 14,49,Voluntary,Male,Group c,46,2020-04-03,Northwest,2023-09-01
Renee French,768287,Legal,Herbalist,Contractor,Temporary,24,66.6516161,2013-10-15,Manager 20,23,Involuntary,Male,Group A,39,2015-01-17,Northwest,2023-09-01
Laurie Anderson,452213,Accounting,"Accountant, chartered management",Part-time,Temporary,32,62.06833425,2013-10-17,Manager 31,2,Involuntary,Male,Group B,60,2019-09-11,Northwest,2023-09-01
Grant Hughes,713675,Tech,Ambulance person,Part-time,Permanent,24,42.29974175,2013-10-17,Manager 14,49,Involuntary,Female,Group A,51,2021-04-23,South,2023-09-01
Robert Acosta,786136,Logistics,Personal assistant,Full-time,Permanent,40,40.56672699,2013-10-20,Manager 33,9,Voluntary,Male,Group B,53,2017-01-06,Central,2023-09-01
Kimberly Tucker,570619,Accounting,"Journalist, broadcasting",Full-time,Permanent,40,75.48970913,2013-10-24,Manager 13,37,Voluntary,Male,Group c,66,2019-12-06,Northwest,2023-09-01
Sarah Hooper,687575,Production,"Teacher, early years/pre",Full-time,Temporary,40,53.98700897,2013-10-24,Manager 35,29,Involuntary,Male,Group A,30,2022-05-19,Northwest,2023-09-01
Manuel Kennedy,245839,Tech,Estate manager/land agent,Contractor,Permanent,24,74.79649571,2013-10-25,Manager 22,47,Voluntary,Male,Group c,27,2020-09-03,Midwest,2023-09-01
James Johnson,308065,Tech,Herbalist,Contractor,Permanent,40,69.34864754,2013-10-25,Manager 31,2,Involuntary,Female,Group A,31,2021-10-14,Northwest,2023-09-01
Theodore Harvey,992901,Accounting,Hydrogeologist,Contractor,Permanent,40,66.28156179,2013-10-25,Manager 41,34,Voluntary,Female,Group E,58,2017-05-22,East,2023-09-01
Daryl Fitzgerald,217004,IT,Insurance account manager,Full-time,Temporary,40,46.97198923,2013-10-27,Manager 33,9,Voluntary,Male,Group D,38,2016-07-04,Midwest,2023-09-01
Jeffrey Henderson,220693,Legal,Contractor,Part-time,Permanent,32,80.89930739,2013-10-28,Manager 33,9,Voluntary,Female,Group A,63,2020-11-22,Northwest,2023-09-01
Yesenia Johnson,281466,Tech,Art therapist,Contractor,Permanent,40,63.39916818,2013-10-29,Manager 27,1,Voluntary,Male,Group D,22,2015-11-15,South,2023-09-01
James Giles,152247,Tech,Magazine journalist,Part-time,Permanent,24,82.95728066,2013-10-30,Manager 43,39,,Female,Group c,49,,Central,2023-09-01
Sherry Johnson,988663,Tech,Health visitor,Contractor,Temporary,32,38.74292431,2013-10-30,Manager 18,25,Involuntary,Female,Group D,27,2015-01-27,East,2023-09-01
Shane Ingram,728524,Tech,"Producer, television/film/video",Contractor,Temporary,40,87.48622291,2013-11-01,Manager 39,35,Voluntary,Female,Group D,64,2015-02-28,Central,2023-09-01
Barbara Boyle MD,348469,Accounting,Health service manager,Part-time,Permanent,24,78.99079505,2013-11-02,Manager 43,39,,Female,Group E,47,,Northwest,2023-09-01
Ruth Jackson,271727,Business Management,Geophysicist/field seismologist,Full-time,Permanent,40,55.26330416,2013-11-03,Manager 27,1,Voluntary,Female,Group E,39,2022-10-01,North,2023-09-01
Stacy Chambers,651852,Marketing,Architectural technologist,Contractor,Permanent,40,41.42752573,2013-11-03,Manager 48,42,Involuntary,Male,Group A,26,2019-04-23,North,2023-09-01
Steven Cruz,863636,IT,Petroleum engineer,Part-time,Temporary,32,77.33626476,2013-11-03,Manager 28,6,Voluntary,Female,Group c,35,2015-08-06,Midwest,2023-09-01
Katrina Morgan,480047,IT,"Presenter, broadcasting",Contractor,Permanent,24,25.42079691,2013-11-05,Manager 33,9,Voluntary,Female,Group c,62,2016-04-01,Central,2023-09-01
Justin Ellison,734292,Logistics,Public relations account executive,Contractor,Permanent,24,57.74516487,2013-11-05,Manager 11,16,Involuntary,Male,Group A,55,2016-03-06,South,2023-09-01
Christine Thompson,735040,HR,"Engineer, technical sales",Contractor,Temporary,40,30.70803876,2013-11-08,Manager 38,38,Involuntary,Male,Group B,33,2020-03-28,South,2023-09-01
Alexandra Russell,996977,IT,Public relations account executive,Full-time,Permanent,40,27.0423005,2013-11-09,Manager 49,36,Involuntary,Male,Group c,64,2021-07-22,Central,2023-09-01
Ana Hardy,377478,Accounting,"Embryologist, clinical",Contractor,Temporary,40,87.88628642,2013-11-12,Manager 19,30,Voluntary,Male,Group D,66,2015-10-26,North,2023-09-01
Brittney Moon,663872,IT,International aid/development worker,Contractor,Permanent,32,41.12465255,2013-11-13,Manager 50,28,Involuntary,Male,Group D,26,2020-10-15,Northwest,2023-09-01
Derek Taylor,789831,HR,Production engineer,Contractor,Temporary,24,85.57903484,2013-11-13,Manager 43,39,Voluntary,Female,Group c,27,2016-01-23,Northwest,2023-09-01
Christopher Reyes,878288,Legal,Armed forces logistics/support/administrative officer,Part-time,Temporary,32,86.46042114,2013-11-13,Manager 30,20,Voluntary,Female,Group A,55,2018-08-26,South,2023-09-01
Colton Marsh,496899,Accounting,Primary school teacher,Contractor,Temporary,32,22.32735896,2013-11-16,Manager 22,47,Involuntary,Male,Group B,39,2018-01-31,East,2023-09-01
Meagan Chambers,383085,IT,Art therapist,Part-time,Temporary,24,79.26603024,2013-11-17,Manager 30,20,Voluntary,Male,Group D,59,2020-11-04,Central,2023-09-01
Amy Johnson,720368,Legal,Information officer,Contractor,Temporary,40,71.64323561,2013-11-19,Manager 26,44,Voluntary,Male,Group B,63,2019-07-05,Northwest,2023-09-01
